Num;alim_nom_fr;alim_nom_sci;alim_grp_code;alim_grp_nom_fr;alim_ssgrp_code;alim_ssgrp_nom_fr;alim_ssssgrp_code;alim_ssssgrp_nom_fr;Energie, Règlement UE N° 1169/2011 (kJ/100 g);Energie, Règlement UE N° 1169/2011 (kcal/100 g);Energie, N x facteur Jones, avec fibres  (kJ/100 g);Energie, N x facteur Jones, avec fibres  (kcal/100 g);Eau (g/100 g);Protéines, N x facteur de Jones (g/100 g);Protéines, N x 625 (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Sucres (g/100 g);Fructose (g/100 g);Galactose (g/100 g);Glucose (g/100 g);Lactose (g/100 g);Maltose (g/100 g);Saccharose (g/100 g);Amidon (g/100 g);Fibres alimentaires (g/100 g);Polyols totaux (g/100 g);Cendres (g/100 g);Alcool (g/100 g);Acides organiques (g/100 g);AG saturés (g/100 g);AG monoinsaturés (g/100 g);AG polyinsaturés (g/100 g);AG 4:0, butyrique (g/100 g);AG 6:0, caproïque (g/100 g);AG 8:0, caprylique (g/100 g);AG 10:0, caprique (g/100 g);AG 12:0, laurique (g/100 g);AG 14:0, myristique (g/100 g);AG 16:0, palmitique (g/100 g);AG 18:0, stéarique (g/100 g);AG 18:1 9c (n-9), oléique (g/100 g);AG 18:2 9c,12c (n-6), linoléique (g/100 g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g);Cholestérol (mg/100 g);Sel chlorure de sodium (g/100 g);Calcium (mg/100 g);Chlorure (mg/100 g);Cuivre (mg/100 g);Fer (mg/100 g);Iode (µg/100 g);Magnésium (mg/100 g);Manganèse (mg/100 g);Phosphore (mg/100 g);Potassium (mg/100 g);Sélénium (µg/100 g);Sodium (mg/100 g);Zinc (mg/100 g);Rétinol (µg/100 g);Beta-Carotène (µg/100 g);Vitamine D (µg/100 g);Vitamine E (mg/100 g);Vitamine K1 (µg/100 g);Vitamine K2 (µg/100 g);Vitamine C (mg/100 g);Vitamine B1 ou Thiamine (mg/100 g);Vitamine B2 ou Riboflavine (mg/100 g);Vitamine B3 ou PP ou Niacine (mg/100 g);Vitamine B5 ou Acide pantothénique (mg/100 g)
309;Gibier à poil, cuit (aliment moyen);;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040106;gibier casher;641;152;641;152;64,4;29,6;29,6;0;3,74;;;;;;;;;0;0;1,42;0;0;1,26;1,25;0,63;;;;0;0;0,043;0,66;0,53;;;;;;;97,4;0,14;11,8;;0,18;3,03;;25,8;;187;362;;56;2,84;0;;;;1,63;;0;0,23;0,36;5,59;
310;Faisan, viande, rôtie/cuite au four;;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040106;gibier casher;999;239;999;239;54,2;32,4;32,4;0;12,1;0;-;-;-;-;-;-;-;0;0;1,3;0;traces;3,91;5,63;1,19;0;0;0;0;0,065;0,12;2,88;0,85;-;-;-;-;0;0;89;0,11;16;-;0,084;1,43;4;22;-;242;271;-;43;1,37;57;0;0,2;0,27;4,9;-;2,3;0,07;0,18;7,53;-
311;Gibier à plumes, viande, cuit (aliment moyen);;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040106;gibier casher;908;217;908;217;61,6;25,1;25,1;0;13;0;;;;;;;;0;0;1,53;0;0;3,24;3,41;;0,0013;0,0013;0,0013;0,0013;0,015;0,048;2,04;1,08;2,71;0,83;0,038;0,12;;;109;0,73;6,81;;0,45;4,2;10,1;31,3;0,043;246;369;24,4;290;2,12;23,5;8;0,55;0,54;;;2,08;0,32;0,67;11,8;2,58
312;Cheval, viande, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;699;167;699;167;70;18,8;18,8;0,6;10;-;-;-;-;-;-;-;0;0;0;1;0;0;3,64;3,35;2,41;-;-;0,0047;0,0038;0,0095;0,22;2,65;0,75;2,8;1,15;1,01;0,2;-;-;75;0,16;10;-;0,14;3,5;1;20;0,02;185;291;6;62;4,61;21;0;0,3;0,23;0;-;0,6;0,14;0,27;4,5;0,6
313;Lapin de garenne, viande, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;456;108;456;108;74,5;21,8;21,8;0;2,32;-;-;-;-;-;-;-;-;0;0;1,12;0;0;0,69;0,63;0,45;-;-;-;-;-;0,06;0,52;0,11;-;-;-;-;-;-;81;0,13;12;-;-;3,2;-;29;-;226;378;-;50;-;0;-;-;-;-;-;0;0,03;0,06;6,5;-
314;Oie, viande crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;648;155;648;155;68,3;22,6;22,6;0;7,12;-;0;-;0;0;0;0;-;0;0;1,1;0;traces;2,79;1,85;0,9;-;-;-;0;0,03;0,03;1,47;0,92;1,58;0,8;0,1;0;0;0;84;0,2;13;-;0,31;2,57;-;24;0,024;312;368;24;78;2,34;21;-;1;0;0;31;7,2;0,13;0,38;4,28;1,97
315;Cheval, faux-filet, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;510;121;510;121;-;22,2;22,2;traces;3,58;-;-;-;-;-;-;-;-;0;0;-;0;0;1,17;1,17;0,64;-;-;-;-;0,013;0,13;0,85;0,15;0,79;0,32;0,26;0,014;-;-;-;-;-;-;-;2,55;-;-;-;-;-;5,35;-;1,91;-;-;-;-;-;-;-;-;-;5,6;-
316;Cheval, steak, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;541;129;541;129;72,6;21,4;21,4;0,4;4,6;-;-;-;-;-;-;-;-;0;0;0,99;0;0;1,44;1,61;0,65;-;-;-;-;0,01;0,17;1,08;0,16;-;-;-;-;-;-;52;0,13;6;9;0,14;3,82;1,2;24;0,019;221;360;12,2;53;2,9;0;-;-;-;-;-;1;0,13;0,1;4,6;-
317;Cheval, tende de tranche, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;448;106;448;106;-;22,7;22,7;traces;1,68;-;-;-;-;-;-;-;-;0;0;-;0;0;0,48;0,39;0,39;-;-;-;-;0,0047;0,036;0,33;0,096;0,26;0,24;0,087;0,016;-;-;-;-;-;-;-;3,06;-;-;-;-;-;5,22;-;2,32;-;-;-;-;-;-;-;-;-;5,39;-
318;Lapin, viande crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;787;189;787;189;68,1;20,4;20,4;0,66;11,6;0;0;-;0;0;0;0;0;0;0;0,9;0;0;4,74;3,87;2,74;< 0,01;< 0,01;< 0,01;0,04;0,035;0,3;3,38;0,8;0,71;0,79;0,28;0,072;0;-;58,5;0,14;10,3;165;0,15;1,11;0,55;23,5;0,032;212;357;10;56,3;1,64;10;0;0;0,4;0;-;3;0,04;0,18;10,4;1,1
319;Cheval, entrecôte, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;499;118;499;118;-;22,1;22,1;traces;3,34;-;-;-;-;-;-;-;-;0;0;-;0;0;1,08;1,03;0,64;-;-;-;-;0,01;0,11;0,79;0,14;0,69;0,33;0,24;0,016;-;-;-;-;-;-;-;2,84;-;-;-;-;-;5,37;-;2,51;-;-;-;-;-;-;-;-;-;6,15;-
320;Oie, viande et peau, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;1510;365;1510;365;49,7;15,7;15,7;0;33,6;-;0;-;0;0;0;0;-;0;0;0,89;0;traces;9,78;17,8;3,76;0;0;0;0;0,03;0,17;6,95;2,33;16,7;3,34;0,21;0;0;0;80;0,18;12;-;0,2;2,5;1,2;21;0,02;234;312;24;71;1,54;23,5;-;1;0;0;-;4,2;0,11;0,3;5,8;1,29
321;Autruche, viande crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040107;autres viandes;666;159;666;159;71,1;20,2;20,2;0;8,7;0;-;-;-;-;-;-;-;0;0;0,73;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;0,18;7;-;0,13;2,91;-;20;0,017;199;291;-;72;3,51;0;0;-;0,24;-;-;0;0,18;0,27;4,38;1,08
322;Sang, boeuf, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;349;82,1;349;82,1;80,5;19,5;19,5;0,8;0,12;0,8;-;-;-;-;-;-;0;0;0;0,77;0;traces;0,04;0,05;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;190;0,6;4;-;-;46,5;-;-;-;14,5;107;-;240;0,2;5;93;0,1;0,4;-;-;-;0,055;0,065;0,85;-
323;Foie, canard, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;549;131;549;131;71,8;18,7;18,7;3,5;4,62;-;-;-;-;-;-;-;-;0;0;1,31;0;traces;1,44;0,71;0,63;-;-;-;0;0;0,01;0,8;0,63;0,65;0,37;0;0,26;0;0;515;0,27;11;-;5,96;30,5;-;22;0,26;269;235;124;109;3,07;12000;-;-;-;-;-;4,5;0,56;0,89;6,5;6,18
324;Rognon, veau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;363;86,1;363;86,1;78;16;16;0,2;2,36;-;-;-;-;-;-;-;-;0;0;1,2;0;traces;0,82;0,55;0,36;0;0;0;0;0,01;0,046;0,41;0,34;0,38;0,059;0,006;0,031;0,05;0,02;364;0,46;10,2;-;0,44;5,08;4,2;15,5;0,1;243;248;120;185;1,84;86;-;1;0,2;-;-;9,5;0,35;1,9;6,5;3,65
325;Gésier, poulet, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;443;105;443;105;77,8;17,3;17,3;0,6;3,75;0;-;-;-;-;-;-;0;0;0;0,93;0;traces;1,12;0,9;0,62;0;0;0;0;0;0,013;0,61;0,29;0,9;0,45;0,0062;0,16;0;0;240;0,18;11;-;0,12;2,49;0,4;14;0,055;148;213;-;73,3;2,72;42;0;0,6;0,27;0;-;3,7;0,059;0,14;4,09;0,63
326;Langue, boeuf, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;804;193;804;193;67,7;16,8;16,8;0,4;13,8;0,2;-;-;-;-;-;-;0;0;0;0,8;0;traces;4,69;5,23;0,73;0;0;0;0,02;0,011;0,31;2,54;1,37;3,98;0,32;0,077;-;0;0;87;0,17;6,5;-;0,15;2,27;2,3;17;0,028;147;303;11,9;68,6;3,31;0;0;0;0,1;0;-;2,9;0,1;0,34;4,2;1,33
327;Langue, veau, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;632;151;632;151;71,9;17;17;0,9;8,84;-;-;-;-;-;-;-;-;0;0;0,9;0;traces;3,73;4;0,45;0;0;0;0;0;0,3;2,09;1,34;4;0,38;0,076;-;0;0;62;0,22;5,7;-;0,18;2,51;2,3;17;0,026;166;256;2;87,5;3,02;0;-;0;0,1;0;-;3,85;0,13;0,35;2,61;1,6
328;Tripes, boeuf, crues;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040108;abats halal;342;81,5;342;81,5;84,2;12,1;12,1;0;3,69;0;-;-;-;-;-;-;0;0;0;0,55;0;traces;1,29;1,53;0,18;0;0;0;0;0;0,07;0,64;0,46;-;-;0,007;-;0;0;122;0,24;69;-;0,07;0,59;-;13;0,085;64;67;-;97;1,42;0;0;0;0,09;0;-;3;0;0,064;0,88;0,23
329;Langue, boeuf, cuite;;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040108;abats halal;981;235;981;235;59,6;23,7;23,7;0;15,6;0;-;-;-;-;-;-;-;0;0;0,85;0;traces;6,05;5,39;1,05;0;0;0;0;0,019;0,53;3,75;1,62;5,39;0,51;0,093;0,052;0,014;0;145;0,21;14,5;-;0,13;3,5;5;9,44;0,044;144;184;< 2,2;82,5;2,2;0;0;0,4;0,3;1,2;-;1,3;0,05;0,3;3,9;1,07
330;Foie, veau, cuit;;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040108;abats halal;511;121;511;121;67,7;19;19;4,47;3,02;0;-;-;-;-;-;-;-;0;0;1,75;0;traces;0,98;0,35;0,78;0;0;0;0,0025;0,0025;0,03;0,4;0,55;0;0,68;0,035;0;0;0;288;0,2;6,5;-;20,1;4,5;5;21,5;0,29;302;341;40,9;81,5;4,6;10500;43,5;2,52;0,64;1,5;-;13,2;0,15;1,72;18,8;1,81
331;Cervelle, agneau, cuite;;04;viandes, œufs, poissons et assimilés;0401;viandes cuites;040108;abats halal;603;145;603;145;75,7;12,6;12,6;0,8;10,2;-;-;-;-;-;-;-;-;0;0;1,36;0;traces;2,6;1,84;1,04;0;0;0;0;0;0,04;1,25;1,27;-;-;-;-;0;0,59;2040;0,34;12;-;0,21;1,68;1;14;0,059;337;205;-;134;1,36;0;-;-;-;-;-;12;0,11;0,24;2,47;0,99
332;Boeuf, gîte à la noix, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;622;148;622;148;68,9;21,3;21,3;0;7,05;0;0;-;0;0;0;0;-;0;0;1,01;0;0;2,72;3,67;0,32;0;0;0;0,028;0,019;0,21;1,66;0,81;2,57;0,12;0,079;0,061;0;0;68;0,14;10,3;-;0,086;1,85;0,9;22;0,012;185;334;6,5;54,3;4,16;3;0;0,4;0,29;1,4;-;0;0,063;0,13;6,09;0,75
333;Boeuf, à bourguignon ou pot-au-feu, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;686;164;686;164;-;24;24;0;7,5;0;-;-;-;-;-;-;-;0;0;0,12;0;0;2,7;2,64;0,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,1;18;-;-;2,1;-;-;-;-;-;-;41,8;-;-;-;-;-;-;-;-;-;-;-;-
334;Boeuf, basse-côte, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;837;201;837;201;65,8;19;19;1,45;13,2;< 0,5;-;-;-;-;-;-;-;0;0;0,85;0;0;5,94;5,11;0,27;traces;traces;traces;0,0033;0,0033;0,36;3,1;2,09;4,54;0,14;0,05;0,017;0,0017;traces;-;0,17;-;-;-;2,75;-;-;-;-;-;8,68;68;5,97;-;-;-;-;-;-;-;-;-;-;-
335;Boeuf, steak haché 15% MG, cru, bio;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;873;209;873;209;67,2;20,2;20,2;0,47;14,1;0;0;-;0;0;0;0;0;0;0;0,9;0;0;5,71;6,06;0,55;0;0;0;0;0,0098;0,38;3,19;1,75;4,65;0,2;0,049;0,13;0,002;0,001;67;0,1;9,33;-;0,069;2,64;1;20;0,011;171;302;6,78;41,7;4,8;9,5;0;0,35;0,26;1,3;-;1;0,048;0,17;4,1;0,51
336;Veau, collier, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;556;133;556;133;73,8;19,8;19,8;traces;5,92;-;-;-;-;-;-;-;-;0;0;0,15;0;0;1,99;2,53;0,52;-;-;-;-;0,04;0,25;1,08;0,56;1,97;0,39;0,018;0,052;0,021;0,0041;-;0,15;-;-;-;1,01;-;-;-;-;-;7,21;59,9;4,29;-;-;-;-;-;-;-;-;-;4,87;-
337;Boeuf, faux-filet, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;639;152;639;152;70,5;22,3;22,3;0,6;6,74;0;0;-;0;0;0;0;-;0;0;1,04;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67,3;0,082;9,28;-;0,076;2,26;0,9;21,3;0,011;189;318;10,6;32,2;3,26;19;0;0,55;0,37;1,4;-;0;0,059;0,15;5,77;0,73
338;Boeuf, boule de macreuse, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;495;118;495;118;74,5;21,8;21,8;0;3,36;0;-;-;-;-;-;-;-;0;0;1,17;0;0;1,23;1,21;0,25;-;-;-;-;0,0022;0,076;0,71;0,36;0,95;0,094;0,018;-;-;-;59;0,097;4,95;-;0,09;2,86;-;22;-;192;354;10,7;37,9;4,59;0;0;-;0,13;-;-;0;0,12;0,19;4,43;-
339;Veau, noix, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;467;111;467;111;75,4;21,8;21,8;0;2,58;0;-;-;-;-;-;-;-;0;0;1,12;0;0;0,79;0,92;0,36;0;0;0;0;0,013;0,086;0,45;0,23;0,7;0,25;0,0063;0,057;0;0;78;0,19;9;-;0,11;0,92;-;26;0,029;220;367;6,95;74,5;2,64;0;0;0;0,3;3,9;-;0;0,08;0,27;7,41;1,07
340;Veau, steak haché 20% MG, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;1010;243;1010;243;-;16,7;16,7;0,4;19,5;0;-;-;-;-;-;-;-;0;0;0,2;0;0;8,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,19;11;-;-;0,84;-;-;-;-;-;-;74,5;-;-;-;-;-;-;-;-;-;-;-;-
341;Veau, filet, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040201;bœuf et veau;402;95;402;95;-;20,6;20,6;0;1,4;0;-;-;-;-;-;-;-;0;0;0,25;0;0;0,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,24;12;-;-;2;2,4;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-
342;Porc, poitrine, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;1050;253;1050;253;59,8;17;17;0;20,5;-;0;-;0;0;0;0;-;0;0;0,85;0;0;7,89;9,65;2;-;-;-;0,021;0,016;0,3;4,67;2,54;7,63;1,8;0,11;0;0;-;81,7;0,14;6,68;86,4;0,1;0,52;0,97;18,8;0,012;382;293;< 40;56,1;1,84;0;-;0,19;0,1;0;-;0;0,59;0,15;4,65;0,6
343;Porc, maigre 80/20, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;1210;293;1210;293;60,1;17,3;17,3;0,26;24,7;0,26;-;-;-;-;-;-;-;0;0;0,17;0;0;9,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,17;-;-;-;-;-;-;-;-;-;-;69,4;-;-;-;-;-;-;-;-;-;-;-;-
344;Porc, palette, découennée, dégraissée, désossée, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;728;174;728;174;70,4;19,9;19,9;0,25;10,4;0,25;-;-;-;-;-;-;-;0;0;0,2;0;0;3,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,2;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-
345;Porc, jarret, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;780;187;780;187;67,7;19,9;19,9;0;12;0;-;-;-;-;-;-;-;0;0;1,03;0;0;3,94;5,07;2,41;0;0;0;0,007;0,007;0,14;2,45;1,27;4,66;2,11;0,093;-;0;0,003;67;0,21;12;-;0,13;0,69;-;19;0,022;204;329;-;84;2,02;6;0;0,5;0,31;0;-;0;0,47;0,31;5,75;0,59
346;Porc, maigre 90/10, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;882;212;882;212;64,6;18,8;18,8;0,24;15,1;0,24;-;-;-;-;-;-;-;0;0;0,17;0;0;5,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,17;-;-;-;-;-;-;-;-;-;-;68,8;-;-;-;-;-;-;-;-;-;-;-;-
347;Porc, rôti, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;642;153;642;153;70,1;22,3;22,3;0,5;6,86;0;-;-;-;-;-;-;0;0;0;1,21;0;0;2,84;2,83;0,57;-;-;-;0,0086;0,0071;0,089;1,74;0,97;2,72;0,52;0,025;0,024;-;-;48,2;0,1;6,51;72,4;0,085;0,5;3,73;27,9;0,055;206;349;9,22;40,2;1,58;-;0;0,7;0,08;< 0,2;-;0;0,74;0,15;8,59;-
348;Porc, longe, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;733;175;733;175;67,7;20,8;20,8;0,75;9,89;0;0;-;0;0;0;0;-;0;0;0,96;0;0;3,51;5,21;1,07;0;0;0;0,0082;0,0082;0,13;2,22;1,14;4,4;0,73;0,06;0;0;0;64;0,17;8,99;-;0,078;0,84;1;21,7;0,012;187;342;8,07;66,7;2,67;2;0;0,53;0,16;0;-;0,6;0,82;0,22;4,06;0,66
349;Porc, poitrine cutter, sans mouille, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;1340;323;1340;323;55,9;15,9;15,9;0,22;28,7;0,22;-;-;-;-;-;-;-;0;0;0,18;0;0;10,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,18;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-
350;Porc, carré, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;612;146;612;146;70,3;22,7;22,7;0,4;5,94;-;-;-;-;-;-;-;-;0;0;0,69;0;0;2,4;2,92;0,59;-;-;-;0,0063;0,0038;0,074;1,48;0,82;2,36;0,46;0,021;0,024;-;-;47;0,094;-;-;-;0,57;-;-;-;210;379;6,57;37,8;1,44;-;-;-;-;-;-;-;0,76;0,13;-;-
351;Porc, escalope de jambon, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040202;porc cru;541;129;541;129;74,4;21,5;21,5;0;4,76;0;-;-;-;-;-;-;-;0;0;1,12;0;0;1,97;1,15;0,59;0;0;0;0,0051;0,0037;0,084;1,09;0,57;1,15;0,44;0,022;-;0;0;53,9;0,12;6,39;75,7;0,08;0,6;-;27;0,01;510;392;< 40;49,2;1,66;2;0;0,3;0,16;0;-;0;0,82;0,18;6,39;0,66
352;Poulet, filet, sans peau, cru, bio;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;497;118;497;118;74,1;24,6;24,6;0;1,8;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;-;0;0;1,18;0;1,02;0,54;0,6;0,47;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,02;0,39;0,13;0,51;0,4;0,03;0,04;< 0,01;< 0,01;72,4;0,095;3,6;133;0,03;0,32;< 20;29;< 0,01;220;350;< 20;38;0,51;< 21;-;0,32;0,31;-;-;0,99;0,032;0,02;12,6;1,36
353;Poulet, cuisse, viande et peau, cru, bio;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;805;193;805;193;68,3;18,1;18,1;0;13,3;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;-;0;0;0,99;0;0,42;3,82;4,85;4,02;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,08;2,84;0,83;4,03;3,47;0,32;0,1;< 0,01;0,02;88;0,19;6,6;102;0,06;0,92;< 20;21;0,01;180;300;50;77;1,5;38,2;-;0,46;< 0,08;-;-;1,39;0,067;0,12;4,55;1,76
354;Poulet, poitrine, viande et peau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;657;157;657;157;69,7;21,1;21,1;0;8,08;0;-;-;-;-;-;-;-;0;0;1,26;0;traces;2,32;3,35;1,71;0;0;0;0;0,009;0,071;1,72;0,48;2,42;1,33;0,061;0,038;0,009;0,018;64;0,16;11;-;0,039;0,82;-;25;0,018;186;220;-;63;0,8;24;0;0,95;0,39;0;-;1;0,062;0,088;9,9;0,8
355;Poulet, cuisse, viande et peau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;799;192;799;192;69,2;17,3;17,3;0;13,5;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;0;0;0;0,97;0;0,39;3,85;6,04;2,96;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,07;2,9;0,82;5,05;2,56;0,22;0,07;< 0,01;< 0,01;92,5;0,22;6,7;109;0,05;0,68;< 20;21;0,01;170;280;< 20;86;1,4;33,6;0;< 0,25;0,74;2,27;-;3,26;0,09;0,058;4,35;1,29
356;Poulet fermier, viande et peau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;569;135;569;135;67,5;21,5;21,5;0,2;5,4;0,2;-;-;-;-;-;-;-;0;0;0,95;0;traces;2,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,21;10,2;-;0,13;0,78;4,1;24,9;0,02;142;267;8,95;100;1,27;-;-;-;-;-;-;-;-;-;-;-
357;Poulet, filet, sans peau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;464;110;464;110;75,1;23,4;23,4;0;1,5;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;0;0;0;1,18;0;0,75;0,44;0,59;0,31;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,31;0,12;0,5;0,26;0,02;0,03;< 0,01;< 0,01;66;0,11;3,3;64,1;0,03;0,33;< 20;32;< 0,01;240;390;< 20;43;0,52;< 21;0;< 0,25;0,36;1,3;8,9;4,89;0,12;0,052;10,7;1,69
358;Poulet éviscéré sans abats, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;875;210;875;210;-;18,6;18,6;traces;15,1;-;-;-;-;-;-;-;-;0;0;0,54;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,18;11;-;-;0,9;-;20;-;147;189;-;70;-;-;-;-;-;-;-;1,6;0,06;0,12;6,8;-
359;Poulet (var. blanc), viande et peau, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;519;123;519;123;72,1;21,2;21,2;0;4,3;-;-;-;-;-;-;-;-;0;0;1,03;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99;0,2;9,73;-;0,11;0,65;4,1;25,1;0,02;138;250;7,26;78,3;1,07;-;-;-;-;-;-;-;-;-;-;-
360;Poulet, haut de cuisse, viande, cru;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;487;116;487;116;76,2;19,7;19,7;0;4,12;0;-;-;-;-;-;-;-;0;0;0,95;0;traces;1,1;1,5;0,94;0,001;0;0,001;0,002;0,003;0,02;0,8;0,25;1,25;0,74;0,03;-;0,002;0,007;94;0,24;7;-;0,062;0,81;-;23;0,013;185;242;-;95;1,58;7;0;0;0,18;2,9;-;0;0,088;0,2;5,56;1,23
361;Poulet, cuisse, viande et peau, cru, label rouge;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040203;poulet;723;173;723;173;69,9;19,1;19,1;0;10,6;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;-;0;0;0,97;0;0,43;3,03;4,54;2,5;< 0,01;< 0,01;0,02;< 0,01;< 0,01;0,05;2,29;0,64;3,81;2,2;0,1;0,1;< 0,01;0,01;85,1;0,21;6,1;95;0,07;1;< 20;23;0,02;200;330;20;84;1,8;34;-;0,73;0,89;-;-;1,09;0,08;0,095;5,1;1,62
362;Dinde, escalope, crue;;04;viandes, œufs, poissons et assimilés;0402;viandes crues;040204;dinde;463;109;463;109;74,3;24,1;24,1;0,51;1,22;0,32;0;0;0;0;0;0,05;0,09;0;0;1,14;0;traces;0,29;0,29;0,23;0;0;0;0,004;0,003;0,004;0,18;0,093;0,23;0,2;0,009;-;0;0,002;57;0,2;16,4;-;0,07;1,02;-;28;0,011;201;242;10;82,8;1,28;6;0;0,1;0,06;0;-;0;0,042;0,15;9,92;0,78
